,article_title,article_doi,article_author,article_author_index_name,article_author_affiliation,article_page_range,article_pub_date,article_pub_year,issue_section,issue_number,issue_title,issue_page_range,issue_pub_date,issue_pub_year,volume,journal,publisher,article_type
2967,Return Migration to Italy and the Reintegration of Returnees,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S21,Claudio Calvaruso,"Calvaruso, Claudio",,123-128,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2968,Schooling of Children Returning to Italy: Problems in the System,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S22,Luigi Favero && Graziano Tassello,"Favero, Luigi && Tassello, Graziano", && ,129-136,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2969,An Action Program to Attract Slovene Workers to Return Home,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S23,Silva Meznaric && Peter Klinar && Niko Tos && Franc Zizek,"Meznaric, Silva && Klinar, Peter && Tos, Niko && Zizek, Franc", &&  &&  && ,137-140,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2970,Policies on the Return and Work Reintegration of,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S24,Mladen Vedris,"Vedris, Mladen",,141-145,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2971,Ten-Year Experience in Planning and Implementing the Return of Migrants in Yugoslavia,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S25,Ivo Baucić,"Baucić, Ivo",,147-150,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2972,Return Migration from France: Policies and Data,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S26,André Lebon,"Lebon, André",,153-169,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2973,Return Migration in France and the Franco-Algerian Agreement of 1980,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S27,Catherine Wihtol De Wenden-Didier,"de Wenden-Didier, Catherine Wihtol",,171-174,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2974,Return Migration from the Federal Republic of Germany,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S28,Heiko Körner,"Körner, Heiko",,175-186,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2975,Dilemmas of Swedish Immigration Policy: They Were Invited to Stay Permanently. Do they Want to Return?,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S29,Tomas Hammar,"Hammar, Tomas",,187-200,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2976,Economic Change and Migration: The Finnish Case,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S30,Tom Sandlund,"Sandlund, Tom",,201-210,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2977,Return Migration from the Usa to Poland,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S31,Adam Walaszek,"Walaszek, Adam",,213-219,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2978,Return Migration of the Finns from Overseas Counries,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S32,Keijo Virtanen,"Virtanen, Keijo",,221-228,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2979,"The Return of Dutch Migrants from Australia, New Zealand and Canada",https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S33,Wim Blauw && Joed Elich,"Blauw, Wim && Elich, Joed", && ,229-232,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2980,The Oecd and Return Migration: Note on the Role and Activity of an Intergovernmental Agency in the Study of Return Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S34,,,,235-237,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2981,Return Migration: An Analytical Framework,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S35,Rita L. Chepulis,"Chepulis, Rita L",,239-245,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2982,Geography of Return Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S36,Joseph Velikonja,"Velikonja, Joseph",,247-250,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2983,Economic Consequences of Migration and Return,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S37,Elizabeth McLean Petras,"Petras, Elizabeth McLean",,251-257,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2984,Return in the Mediterranean Littoral: Policy Agendas,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S38,Demetrios G. Papademetriou,"Papademetriou, Demetrios G",,259-267,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2985,Explaining Return Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S39,Anthony H. Richmond,"Richmond, Anthony H",,269-275,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2986,Return Migration in Comparative Perspective,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S40,Rosemarie Rogers,"Rogers, Rosemarie",,277-299,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2987,Cumulative Bibliography,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S41,,,,301-345,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2991,About the Author,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S45,,,,363-369,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2992,Introduction,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500301,Lyle W. Shannon && Robert V. Kemper,"Shannon, Lyle W && Kemper, Robert V","Iowa Urban Community Research Center and Department of Sociology University of Iowa && Department of Anthropology University of California, Berkeley",277-279,"Sep 1, 1971",1971,Article,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,main
2993,"Rural to Urban Migration of Mexican Americans, Negroes and Anglos",https://journals.sagepub.com/doi/pdf/10.1177/019791837100500302,Daniel O. Price,"Price, Daniel O","Department of Sociology, University of Texas.",281-291,"Sep 1, 1971",1971,Article,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,main
2994,Mexican Americans and Cities: A Study in Migration and the Use of Formal Resources,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500303,Joan W. Moore,"Moore, Joan W","University of California, Riverside.",292-308,"Sep 1, 1971",1971,Article,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,main
2995,"Patterns of Migration to Monterrey, Mexico",https://journals.sagepub.com/doi/pdf/10.1177/019791837100500304,Harley L. Browning && Waltraut Feindt,"Browning, Harley L && Feindt, Waltraut","Population Research Center, Department of Sociology, University of Texas, Austin, Texas. && Population Research Center, Department of Sociology, University of Texas, Austin, Texas.",309-324,"Sep 1, 1971",1971,Article,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,main
2996,Region of Origin and Rural-Urban Migration in Mexico: Some General Comments and a Case Study of Entrepreneurial Migration from the West,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500305,Jack R. Rollwagen,"Rollwagen, Jack R","Department of Anthropology, State University of New York College, Brockport.",325-338,"Sep 1, 1971",1971,Article,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,main
2998,Notes on Recent Immigrants to the United States Virgin Islands,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500307,Stanford N. Gerber && Gregg E. Whitman,"Gerber, Stanford N && Whitman, Gregg E",Clark University. && Clark University.,357-362,"Sep 1, 1971",1971,Article,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,main
2999,Review of Reviews,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500308,,,,363-377,"Sep 1, 1971",1971,Article,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,main
3000,Book Review: Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500309,William Petersen,"Petersen, William",Ohio State University,378-379,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3001,Book Review: American Fever: The Story of American Immigration,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500310,Wilbur S. Shepperson,"Shepperson, Wilbur S","University of Nevada, Reno",379-380,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3002,"Book Review: Migration in Canada, Regional Aspects",https://journals.sagepub.com/doi/pdf/10.1177/019791837100500311,A. J. Jaffe,"Jaffe, A J",Bureau of Applied Social Research Columbia University,380-381,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3003,Book Review: The Return Movement of Jews to Austria after the Second World War,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500312,Francesco Cerase,"Cerase, Francesco",University of Rome,381-382,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3004,Book Review: The Population of Europe: A Geographical Perspective,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500313,Carlton C. Qualey,"Qualey, Carlton C","Minnesota Historical Society; Emeritus professor of history, Carleton College",382-383,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3005,Book Review: Manpower Needs for National Goals in the 1970's,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500314,Charles B. Keely,"Keely, Charles B",Western Michigan University,383-384,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3006,Book Review: North from Mexico,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500315,Lyle W. Shannon,"Shannon, Lyle W",University of Iowa,384-385,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3007,"Book Review: Immigration and Race Relations in Britain, 1960–1967",https://journals.sagepub.com/doi/pdf/10.1177/019791837100500316,Edward George Hartmann,"Hartmann, Edward George","Suffolk University, Boston, Mass.",385-386,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3008,Book Review: Race Relations and Immigration Law,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500317,James J. Orlow,"Orlow, James J",Philadelphia,386-387,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3009,Book Review: Acculturation and Occupation: A Study of the Hungarian Refugees in the United States,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500318,Eleanor M. Rogg,"Rogg, Eleanor M",Wagner College,387-388,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3010,Book Review: Q: A: The Kendal Report,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500319,William S. Bernard,"Bernard, William S",Center for Migration Studies Brooklyn College of The City University of New York,388-389,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3011,Book Review: Rural Worker Adjustment to Urban Life. An Assessment of the Research,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500320,Dorothy Nelkin,"Nelkin, Dorothy",Cornell University,389-390,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
3012,Book Review: Educating Migrant Children,https://journals.sagepub.com/doi/pdf/10.1177/019791837100500321,Wayne J. Urban,"Urban, Wayne J",University of South Florida,390-391,"Sep 1, 1971",1971,Book Reviews,3,"International Migration Review - Volume 5, Number 3, Sep 01, 1971",,"Sep 01, 1971",1971,5,International Migration Review,Sage Publishing,review
